id	difficulty	title	tags
420	Hard	Strong Password Checker	Greedy,String,Heap (Priority Queue)
421	Medium	Maximum XOR of Two Numbers in an Array	Bit Manipulation,Trie,Array,Hash Table
422	Easy	Valid Word Square	Array,Matrix
423	Medium	Reconstruct Original Digits from English	Hash Table,Math,String
424	Medium	Longest Repeating Character Replacement	Hash Table,String,Sliding Window
425	Hard	Word Squares	Trie,Array,String,Backtracking
426	Medium	Convert Binary Search Tree to Sorted Doubly Linked List	Stack,Tree,Depth-First Search,Binary Search Tree,Linked List,Binary Tree,Doubly-Linked List
427	Medium	Construct Quad Tree	Tree,Array,Divide and Conquer,Matrix
428	Hard	Serialize and Deserialize N-ary Tree	Tree,Depth-First Search,Breadth-First Search,String
429	Medium	N-ary Tree Level Order Traversal	Tree,Breadth-First Search
430	Medium	Flatten a Multilevel Doubly Linked List	Depth-First Search,Linked List,Doubly-Linked List
431	Hard	Encode N-ary Tree to Binary Tree	Tree,Depth-First Search,Breadth-First Search,Design,Binary Tree
432	Hard	All O`one Data Structure	Design,Hash Table,Linked List,Doubly-Linked List
433	Medium	Minimum Genetic Mutation	Breadth-First Search,Hash Table,String
434	Easy	Number of Segments in a String	String
435	Medium	Non-overlapping Intervals	Greedy,Array,Dynamic Programming,Sorting
436	Medium	Find Right Interval	Array,Binary Search,Sorting
437	Medium	Path Sum III	Tree,Depth-First Search,Binary Tree
438	Medium	Find All Anagrams in a String	Hash Table,String,Sliding Window
439	Medium	Ternary Expression Parser	Stack,Recursion,String
440	Hard	K-th Smallest in Lexicographical Order	Trie
441	Easy	Arranging Coins	Math,Binary Search
442	Medium	Find All Duplicates in an Array	Array,Hash Table,Sorting
443	Medium	String Compression	Two Pointers,String
444	Medium	Sequence Reconstruction	Graph,Topological Sort,Array
445	Medium	Add Two Numbers II	Stack,Linked List,Math
446	Hard	Arithmetic Slices II - Subsequence	Array,Dynamic Programming
447	Medium	Number of Boomerangs	Array,Hash Table,Math
448	Easy	Find All Numbers Disappeared in an Array	Array,Hash Table
449	Medium	Serialize and Deserialize BST	Tree,Depth-First Search,Breadth-First Search,Design,Binary Search Tree,String,Binary Tree
450	Medium	Delete Node in a BST	Tree,Binary Search Tree,Binary Tree
451	Medium	Sort Characters By Frequency	Hash Table,String,Bucket Sort,Counting,Sorting,Heap (Priority Queue)
452	Medium	Minimum Number of Arrows to Burst Balloons	Greedy,Array,Sorting
453	Medium	Minimum Moves to Equal Array Elements	Array,Math
454	Medium	4Sum II	Array,Hash Table
455	Easy	Assign Cookies	Greedy,Array,Two Pointers,Sorting
456	Medium	132 Pattern	Stack,Array,Binary Search,Ordered Set,Monotonic Stack
457	Medium	Circular Array Loop	Array,Hash Table,Two Pointers
458	Hard	Poor Pigs	Math,Dynamic Programming,Combinatorics
459	Easy	Repeated Substring Pattern	String,String Matching
460	Hard	LFU Cache	Design,Hash Table,Linked List,Doubly-Linked List
461	Easy	Hamming Distance	Bit Manipulation
462	Medium	Minimum Moves to Equal Array Elements II	Array,Math,Sorting
463	Easy	Island Perimeter	Depth-First Search,Breadth-First Search,Array,Matrix
464	Medium	Can I Win	Bit Manipulation,Memoization,Math,Dynamic Programming,Bitmask,Game Theory
465	Hard	Optimal Account Balancing	Bit Manipulation,Array,Dynamic Programming,Backtracking,Bitmask
466	Hard	Count The Repetitions	Two Pointers,String,Dynamic Programming
467	Medium	Unique Substrings in Wraparound String	String,Dynamic Programming
468	Medium	Validate IP Address	String
469	Medium	Convex Polygon	Geometry,Array,Math
470	Medium	Implement Rand10() Using Rand7()	Math,Rejection Sampling,Probability and Statistics,Randomized
471	Hard	Encode String with Shortest Length	String,Dynamic Programming
472	Hard	Concatenated Words	Depth-First Search,Trie,Array,String,Dynamic Programming,Sorting
473	Medium	Matchsticks to Square	Bit Manipulation,Array,Dynamic Programming,Backtracking,Bitmask
474	Medium	Ones and Zeroes	Array,String,Dynamic Programming
475	Medium	Heaters	Array,Two Pointers,Binary Search,Sorting
476	Easy	Number Complement	Bit Manipulation
477	Medium	Total Hamming Distance	Bit Manipulation,Array,Math
478	Medium	Generate Random Point in a Circle	Geometry,Math,Rejection Sampling,Randomized
479	Hard	Largest Palindrome Product	Math,Enumeration
480	Hard	Sliding Window Median	Array,Hash Table,Sliding Window,Heap (Priority Queue)
481	Medium	Magical String	Two Pointers,String
482	Easy	License Key Formatting	String
483	Hard	Smallest Good Base	Math,Binary Search
484	Medium	Find Permutation	Stack,Greedy,Array,String
485	Easy	Max Consecutive Ones	Array
486	Medium	Predict the Winner	Recursion,Array,Math,Dynamic Programming,Game Theory
487	Medium	Max Consecutive Ones II	Array,Dynamic Programming,Sliding Window
488	Hard	Zuma Game	Stack,Breadth-First Search,Memoization,String,Dynamic Programming
489	Hard	Robot Room Cleaner	Backtracking,Interactive
490	Medium	The Maze	Depth-First Search,Breadth-First Search,Array,Matrix
491	Medium	Non-decreasing Subsequences	Bit Manipulation,Array,Hash Table,Backtracking
492	Easy	Construct the Rectangle	Math
493	Hard	Reverse Pairs	Binary Indexed Tree,Segment Tree,Array,Binary Search,Divide and Conquer,Ordered Set,Merge Sort
494	Medium	Target Sum	Array,Dynamic Programming,Backtracking
495	Easy	Teemo Attacking	Array,Simulation
496	Easy	Next Greater Element I	Stack,Array,Hash Table,Monotonic Stack
497	Medium	Random Point in Non-overlapping Rectangles	Reservoir Sampling,Array,Math,Binary Search,Ordered Set,Prefix Sum,Randomized
498	Medium	Diagonal Traverse	Array,Matrix,Simulation
499	Hard	The Maze III	Depth-First Search,Breadth-First Search,Graph,Array,String,Matrix,Shortest Path,Heap (Priority Queue)
500	Easy	Keyboard Row	Array,Hash Table,String
501	Easy	Find Mode in Binary Search Tree	Tree,Depth-First Search,Binary Search Tree,Binary Tree
502	Hard	IPO	Greedy,Array,Sorting,Heap (Priority Queue)
503	Medium	Next Greater Element II	Stack,Array,Monotonic Stack
504	Easy	Base 7	Math,String
505	Medium	The Maze II	Depth-First Search,Breadth-First Search,Graph,Array,Matrix,Shortest Path,Heap (Priority Queue)
506	Easy	Relative Ranks	Array,Sorting,Heap (Priority Queue)
507	Easy	Perfect Number	Math
508	Medium	Most Frequent Subtree Sum	Tree,Depth-First Search,Hash Table,Binary Tree
509	Easy	Fibonacci Number	Recursion,Memoization,Math,Dynamic Programming
510	Medium	Inorder Successor in BST II	Tree,Binary Search Tree,Binary Tree
511	Easy	Game Play Analysis I	Database
512	Easy	Game Play Analysis II	Database
513	Medium	Find Bottom Left Tree Value	Tree,Depth-First Search,Breadth-First Search,Binary Tree
514	Hard	Freedom Trail	Depth-First Search,Breadth-First Search,String,Dynamic Programming
515	Medium	Find Largest Value in Each Tree Row	Tree,Depth-First Search,Breadth-First Search,Binary Tree
516	Medium	Longest Palindromic Subsequence	String,Dynamic Programming
517	Hard	Super Washing Machines	Greedy,Array
518	Medium	Coin Change II	Array,Dynamic Programming
519	Medium	Random Flip Matrix	Reservoir Sampling,Hash Table,Math,Randomized
520	Easy	Detect Capital	String
521	Easy	Longest Uncommon Subsequence I	String
522	Medium	Longest Uncommon Subsequence II	Array,Hash Table,Two Pointers,String,Sorting
523	Medium	Continuous Subarray Sum	Array,Hash Table,Math,Prefix Sum
524	Medium	Longest Word in Dictionary through Deleting	Array,Two Pointers,String,Sorting
525	Medium	Contiguous Array	Array,Hash Table,Prefix Sum
526	Medium	Beautiful Arrangement	Bit Manipulation,Array,Dynamic Programming,Backtracking,Bitmask
527	Hard	Word Abbreviation	Greedy,Trie,Array,String,Sorting
528	Medium	Random Pick with Weight	Array,Math,Binary Search,Prefix Sum,Randomized
529	Medium	Minesweeper	Depth-First Search,Breadth-First Search,Array,Matrix
530	Easy	Minimum Absolute Difference in BST	Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Binary Tree
531	Medium	Lonely Pixel I	Array,Hash Table,Matrix
532	Medium	K-diff Pairs in an Array	Array,Hash Table,Two Pointers,Binary Search,Sorting
533	Medium	Lonely Pixel II	Array,Hash Table,Matrix
534	Medium	Game Play Analysis III	Database
535	Medium	Encode and Decode TinyURL	Design,Hash Table,String,Hash Function
536	Medium	Construct Binary Tree from String	Stack,Tree,Depth-First Search,String,Binary Tree
537	Medium	Complex Number Multiplication	Math,String,Simulation
538	Medium	Convert BST to Greater Tree	Tree,Depth-First Search,Binary Search Tree,Binary Tree
539	Medium	Minimum Time Difference	Array,Math,String,Sorting
540	Medium	Single Element in a Sorted Array	Array,Binary Search
541	Easy	Reverse String II	Two Pointers,String
542	Medium	01 Matrix	Breadth-First Search,Array,Dynamic Programming,Matrix
543	Easy	Diameter of Binary Tree	Tree,Depth-First Search,Binary Tree
544	Medium	Output Contest Matches	Recursion,String,Simulation
545	Medium	Boundary of Binary Tree	Tree,Depth-First Search,Binary Tree
546	Hard	Remove Boxes	Memoization,Array,Dynamic Programming
547	Medium	Number of Provinces	Depth-First Search,Breadth-First Search,Union Find,Graph
548	Hard	Split Array with Equal Sum	Array,Hash Table,Prefix Sum
549	Medium	Binary Tree Longest Consecutive Sequence II	Tree,Depth-First Search,Binary Tree
550	Medium	Game Play Analysis IV	Database
551	Easy	Student Attendance Record I	String
552	Hard	Student Attendance Record II	Dynamic Programming
553	Medium	Optimal Division	Array,Math,Dynamic Programming
554	Medium	Brick Wall	Array,Hash Table
555	Medium	Split Concatenated Strings	Greedy,Array,String
556	Medium	Next Greater Element III	Math,Two Pointers,String
557	Easy	Reverse Words in a String III	Two Pointers,String
558	Medium	Logical OR of Two Binary Grids Represented as Quad-Trees	Tree,Divide and Conquer
559	Easy	Maximum Depth of N-ary Tree	Tree,Depth-First Search,Breadth-First Search
560	Medium	Subarray Sum Equals K	Array,Hash Table,Prefix Sum
561	Easy	Array Partition	Greedy,Array,Counting Sort,Sorting
562	Medium	Longest Line of Consecutive One in Matrix	Array,Dynamic Programming,Matrix
563	Easy	Binary Tree Tilt	Tree,Depth-First Search,Binary Tree
564	Hard	Find the Closest Palindrome	Math,String
565	Medium	Array Nesting	Depth-First Search,Array
566	Easy	Reshape the Matrix	Array,Matrix,Simulation
567	Medium	Permutation in String	Hash Table,Two Pointers,String,Sliding Window
568	Hard	Maximum Vacation Days	Array,Dynamic Programming,Matrix
569	Hard	Median Employee Salary	Database
570	Medium	Managers with at Least 5 Direct Reports	Database
571	Hard	Find Median Given Frequency of Numbers	Database
572	Easy	Subtree of Another Tree	Tree,Depth-First Search,Binary Tree,String Matching,Hash Function
573	Medium	Squirrel Simulation	Array,Math
574	Medium	Winning Candidate	Database
575	Easy	Distribute Candies	Array,Hash Table
576	Medium	Out of Boundary Paths	Dynamic Programming
577	Easy	Employee Bonus	Database
578	Medium	Get Highest Answer Rate Question	Database
579	Hard	Find Cumulative Salary of an Employee	Database
580	Medium	Count Student Number in Departments	Database
581	Medium	Shortest Unsorted Continuous Subarray	Stack,Greedy,Array,Two Pointers,Sorting,Monotonic Stack
582	Medium	Kill Process	Tree,Depth-First Search,Breadth-First Search,Array,Hash Table
583	Medium	Delete Operation for Two Strings	String,Dynamic Programming
584	Easy	Find Customer Referee	Database
585	Medium	Investments in 2016	Database
586	Easy	Customer Placing the Largest Number of Orders	Database
587	Hard	Erect the Fence	Geometry,Array,Math
588	Hard	Design In-Memory File System	Design,Trie,Hash Table,String,Sorting
589	Easy	N-ary Tree Preorder Traversal	Stack,Tree,Depth-First Search
590	Easy	N-ary Tree Postorder Traversal	Stack,Tree,Depth-First Search
591	Hard	Tag Validator	Stack,String
592	Medium	Fraction Addition and Subtraction	Math,String,Simulation
593	Medium	Valid Square	Geometry,Math
594	Easy	Longest Harmonious Subsequence	Array,Hash Table,Counting,Sorting,Sliding Window
595	Easy	Big Countries	Database
596	Easy	Classes With at Least 5 Students	Database
597	Easy	Friend Requests I Overall Acceptance Rate	Database
598	Easy	Range Addition II	Array,Math
599	Easy	Minimum Index Sum of Two Lists	Array,Hash Table,String
600	Hard	Non-negative Integers without Consecutive Ones	Dynamic Programming
601	Hard	Human Traffic of Stadium	Database
602	Medium	Friend Requests II Who Has the Most Friends	Database
603	Easy	Consecutive Available Seats	Database
604	Easy	Design Compressed String Iterator	Design,Array,String,Iterator
605	Easy	Can Place Flowers	Greedy,Array
606	Medium	Construct String from Binary Tree	Tree,Depth-First Search,String,Binary Tree
607	Easy	Sales Person	Database
608	Medium	Tree Node	Database
609	Medium	Find Duplicate File in System	Array,Hash Table,String
610	Easy	Triangle Judgement	Database
611	Medium	Valid Triangle Number	Greedy,Array,Two Pointers,Binary Search,Sorting
612	Medium	Shortest Distance in a Plane	Database
613	Easy	Shortest Distance in a Line	Database
614	Medium	Second Degree Follower	Database
615	Hard	Average Salary Departments VS Company	Database
616	Medium	Add Bold Tag in String	Trie,Array,Hash Table,String,String Matching
617	Easy	Merge Two Binary Trees	Tree,Depth-First Search,Breadth-First Search,Binary Tree
618	Hard	Students Report By Geography	Database
619	Easy	Biggest Single Number	Database
620	Easy	Not Boring Movies	Database
621	Medium	Task Scheduler	Greedy,Array,Hash Table,Counting,Sorting,Heap (Priority Queue)
622	Medium	Design Circular Queue	Design,Queue,Array,Linked List
623	Medium	Add One Row to Tree	Tree,Depth-First Search,Breadth-First Search,Binary Tree
624	Medium	Maximum Distance in Arrays	Greedy,Array
625	Medium	Minimum Factorization	Greedy,Math
626	Medium	Exchange Seats	Database
627	Easy	Swap Sex of Employees	Database
628	Easy	Maximum Product of Three Numbers	Array,Math,Sorting
629	Hard	K Inverse Pairs Array	Dynamic Programming
630	Hard	Course Schedule III	Greedy,Array,Sorting,Heap (Priority Queue)
631	Hard	Design Excel Sum Formula	Graph,Design,Topological Sort,Array,Hash Table,String,Matrix
632	Hard	Smallest Range Covering Elements from K Lists	Greedy,Array,Hash Table,Sorting,Sliding Window,Heap (Priority Queue)
633	Medium	Sum of Square Numbers	Math,Two Pointers,Binary Search
634	Medium	Find the Derangement of An Array	Math,Dynamic Programming,Combinatorics
635	Medium	Design Log Storage System	Design,Hash Table,String,Ordered Set
636	Medium	Exclusive Time of Functions	Stack,Array
637	Easy	Average of Levels in Binary Tree	Tree,Depth-First Search,Breadth-First Search,Binary Tree
638	Medium	Shopping Offers	Bit Manipulation,Memoization,Array,Dynamic Programming,Backtracking,Bitmask
639	Hard	Decode Ways II	String,Dynamic Programming
640	Medium	Solve the Equation	Math,String,Simulation
641	Medium	Design Circular Deque	Design,Queue,Array,Linked List
642	Hard	Design Search Autocomplete System	Depth-First Search,Design,Trie,String,Data Stream,Sorting,Heap (Priority Queue)
643	Easy	Maximum Average Subarray I	Array,Sliding Window
644	Hard	Maximum Average Subarray II	Array,Binary Search,Prefix Sum
645	Easy	Set Mismatch	Bit Manipulation,Array,Hash Table,Sorting
646	Medium	Maximum Length of Pair Chain	Greedy,Array,Dynamic Programming,Sorting
647	Medium	Palindromic Substrings	Two Pointers,String,Dynamic Programming
648	Medium	Replace Words	Trie,Array,Hash Table,String
649	Medium	Dota2 Senate	Greedy,Queue,String
650	Medium	2 Keys Keyboard	Math,Dynamic Programming
651	Medium	4 Keys Keyboard	Math,Dynamic Programming
652	Medium	Find Duplicate Subtrees	Tree,Depth-First Search,Hash Table,Binary Tree
653	Easy	Two Sum IV - Input is a BST	Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Hash Table,Two Pointers,Binary Tree
654	Medium	Maximum Binary Tree	Stack,Tree,Array,Divide and Conquer,Binary Tree,Monotonic Stack
655	Medium	Print Binary Tree	Tree,Depth-First Search,Breadth-First Search,Binary Tree
656	Hard	Coin Path	Array,Dynamic Programming
657	Easy	Robot Return to Origin	String,Simulation
658	Medium	Find K Closest Elements	Array,Two Pointers,Binary Search,Sorting,Sliding Window,Heap (Priority Queue)
659	Medium	Split Array into Consecutive Subsequences	Greedy,Array,Hash Table,Heap (Priority Queue)
660	Hard	Remove 9	Math
661	Easy	Image Smoother	Array,Matrix
662	Medium	Maximum Width of Binary Tree	Tree,Depth-First Search,Breadth-First Search,Binary Tree
663	Medium	Equal Tree Partition	Tree,Depth-First Search,Binary Tree
664	Hard	Strange Printer	String,Dynamic Programming
665	Medium	Non-decreasing Array	Array
666	Medium	Path Sum IV	Tree,Depth-First Search,Array,Hash Table,Binary Tree
667	Medium	Beautiful Arrangement II	Array,Math
668	Hard	Kth Smallest Number in Multiplication Table	Math,Binary Search
669	Medium	Trim a Binary Search Tree	Tree,Depth-First Search,Binary Search Tree,Binary Tree
670	Medium	Maximum Swap	Greedy,Math
671	Easy	Second Minimum Node In a Binary Tree	Tree,Depth-First Search,Binary Tree
672	Medium	Bulb Switcher II	Bit Manipulation,Depth-First Search,Breadth-First Search,Math
673	Medium	Number of Longest Increasing Subsequence	Binary Indexed Tree,Segment Tree,Array,Dynamic Programming
674	Easy	Longest Continuous Increasing Subsequence	Array
675	Hard	Cut Off Trees for Golf Event	Breadth-First Search,Array,Matrix,Heap (Priority Queue)
